hour,tide_variation,current_dir,wind_dir,current_speed,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.791666667,0.352765321,0.502037037,0.538888889,0.050955414,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.833333333,0.201046338,0.526186869,0.518611111,0.203801219,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.061285501,0.521921296,0.493888889,0.225777445,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.159192825,0.467121212,0.523888889,0.202738513,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.478325859,0.290069444,0.473888889,0.173548145,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.329596413,0.159974747,0.445,0.328546613,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.23019432,0.117268519,0.495,0.484600974,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.14573991,0.087527778,0.502222222,0.520209816,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.143497758,0.060324074,0.566111111,0.455676283,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.270553064,0.044090909,0.502222222,0.397867775,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.332585949,0.552171717,0.482222222,0.368111993,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.229446936,0.707800926,0.489166667,0.141026602,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.276532138,0.644166667,0.536388889,0.064995402,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.22122571,0.536616162,0.476666667,0.22284819,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.114349776,0.532337963,0.486388889,0.280629449,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.162182362,0.509111111,0.536111111,0.285425253,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.458333333,0.344544096,0.446041667,0.514444444,0.251854627,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.5,0.200298954,0.287037037,0.542222222,0.212963657,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.541666667,0.210762332,0.182060185,0.576666667,0.316747846,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.583333333,0.183856502,0.128388889,0.652222222,0.390813038,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.625,0.076233184,0.098156566,0.648333333,0.346367383,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.666666667,0.178624813,0.091868687,0.606666667,0.316856841,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.708333333,0.443198804,0.172438272,0.5275,0.147096291,0,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.75,0.438714499,0.777384259,0.5525,0.073735481,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.791666667,0.19431988,0.613527778,0.531388889,0.089486699,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.833333333,0.104633782,0.540959596,0.49,0.285711366,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.060538117,0.553661616,0.5375,0.355604755,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.093423019,0.513005051,0.472777778,0.351353929,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.307922272,0.510681818,0.401111111,0.239361014,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.22122571,0.253257576,0.473333333,0.159658026,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.577727952,0.131875,0.472777778,0.36433121,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.229446936,0.091049383,0.480277778,0.522367928,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.126307922,0.067662037,0.514722222,0.580142375,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.118086697,0.044398148,0.547777778,0.509704009,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.358744395,0.454290123,0.534722222,0.41735981,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.355754858,0.589143519,0.548333333,0.173248408,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.343796712,0.749292929,0.5325,0.068755748,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.347533632,0.600416667,0.554444444,0.212768827,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.388639761,0.561342593,0.543055556,0.319745223,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.11509716,0.538207071,0.564444444,0.332306959,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.458333333,0.329596413,0.545277778,0.535555556,0.287598351,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.5,0.29671151,0.390617284,0.543888889,0.121418759,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.541666667,0.227952167,0.177152778,0.5725,0.232371675,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.583333333,0.189835575,0.119027778,0.529166667,0.388295242,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.625,0.09715994,0.090833333,0.5375,0.460921693,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.666666667,0.081464873,0.0671875,0.552777778,0.419632821,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.708333333,0.178624813,0.041805556,0.560555556,0.311127763,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.360239163,0.791861111,0.540277778,0.179318097,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.791666667,0.387144993,0.892314815,0.544166667,0.090146122,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.833333333,0.352017937,0.600444444,0.547222222,0.174282503,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.1367713,0.562138889,0.540555556,0.344143874,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.043348281,0.527222222,0.570833333,0.301386287,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.171898356,0.512337963,0.561388889,0.275458973,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.502989537,0.383641975,0.577777778,0.186162108,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.396860987,0.174074074,0.574166667,0.275833645,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.380418535,0.109267677,0.583611111,0.546074457,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.182361734,0.082283951,0.707777778,0.603297115,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.113602392,0.050902778,0.7325,0.483776695,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.214499253,0.028950617,0.791111111,0.410565755,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.197309417,0.304,0.759444444,0.235429,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.293721973,0.593449074,0.429444444,0.085650056,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.257100149,0.620992064,0.563611111,0.194540491,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.106875934,0.596717172,0.546666667,0.269116795,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.138266069,0.559012346,0.575277778,0.399075809,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.458333333,0.254857997,0.508207071,0.5675,0.36696754,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.5,0.223467862,0.501186869,0.566111111,0.311706802,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.541666667,0.602391629,0.384791667,0.528333333,0.148969652,0,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.583333333,0.328101644,0.157673611,0.545833333,0.236530536,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.625,0.141255605,0.112449495,0.556666667,0.425007664,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.666666667,0.162182362,0.084236111,0.559722222,0.457961783,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.708333333,0.204035874,0.067929293,0.552222222,0.338274464,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.308669656,0.064055556,0.572222222,0.167178719,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.791666667,0.39387145,0.503765432,0.562222222,0.046784064,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.833333333,0.228699552,0.595555556,0.590277778,0.107421915,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.19058296,0.534351852,0.596666667,0.304858249,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.127055306,0.551851852,0.578888889,0.373698014,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.153961136,0.51530303,0.588333333,0.355032528,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.330343797,0.485625,0.593611111,0.297339828,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.779521674,0.341555556,0.647777778,0.167178719,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.525411061,0.14537037,0.546111111,0.297864369,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.399103139,0.085861111,0.518888889,0.529022106,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.325112108,0.060601852,0.4725,0.530385912,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.103139013,0.060515873,0.459166667,0.447861692,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.276532138,0.033310185,0.49,0.371000375,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.357249626,0.496458333,0.475,0.17617085,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.492526158,0.695444444,0.506666667,0.076268265,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.182361734,0.577345679,0.487777778,0.176070938,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.14573991,0.545277778,0.554166667,0.324541027,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.458333333,0.139013453,0.536194444,0.657222222,0.444136381,0,1,2,0.204444444,0.319224403,0.107543455,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.031953909
0.5,0.252615845,0.530714286,0.688055556,0.442209495,0,1,2,0.204444444,0.319224403,0.107543455,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.031953909
0.541666667,0.26083707,0.489974748,0.709444444,0.301897203,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.583333333,0.570254111,0.312936508,0.753888889,0.14328534,0,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.625,0.338565022,0.146666667,0.738055556,0.315794135,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.666666667,0.158445441,0.122539683,0.694722222,0.438484183,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.708333333,0.085201794,0.125984848,0.745555556,0.395088388,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.328849028,0.144166667,0.727222222,0.200578066,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.791666667,0.207772795,0.281018519,0.807222222,0.071562383,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.833333333,0.454409567,0.586818182,0.683333333,0.20110358,0,1,2,0.204444444,0.319224403,0.107543455,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.031953909
0.875,0.298953662,0.563055556,0.631388889,0.332633945,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.109118087,0.557805556,0.573055556,0.455916073,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.224215247,0.539513889,0.360555556,0.380067441,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.253363229,0.525595238,0.213333333,0.364748702,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.272047833,0.467569444,0.400833333,0.252004496,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.490284006,0.244753086,0.431666667,0.163781691,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.5754858,0.102222222,0.456111111,0.388984638,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.411061286,0.072098765,0.552222222,0.546646684,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.04857997,0.066416667,0.603888889,0.525155489,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.255605381,0.060833333,0.45,0.356013488,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.291479821,0.128535354,0.535833333,0.28317722,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.477578475,0.773888889,0.479722222,0.083951542,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.15470852,0.598611111,0.590833333,0.116972649,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.129297459,0.542121212,0.625277778,0.212139378,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.458333333,0.350523169,0.540590278,0.642777778,0.414462345,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.5,0.286248132,0.514375,0.666666667,0.412101911,0,1,2,0.204444444,0.319224403,0.107543455,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.031953909
0.541666667,0.226457399,0.508580247,0.629166667,0.379692769,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.583333333,0.392376682,0.457731481,0.646111111,0.230273511,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.625,0.441704036,0.20979798,0.648611111,0.240096733,0,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.666666667,0.238415546,0.125555556,0.577777778,0.414162608,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.708333333,0.081464873,0.10275,0.668055556,0.405200449,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.095665172,0.12,0.660555556,0.372019483,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.791666667,0.353512706,0.170111111,0.602222222,0.203147246,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.833333333,0.535874439,0.51265873,0.531666667,0.065953005,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.526158445,0.577847222,0.625833333,0.194155114,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.143497758,0.548293651,0.475277778,0.372070866,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.140508221,0.560888889,0.469722222,0.430828025,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.056801196,0.522138889,0.500833333,0.359700262,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.452914798,0.509666667,0.445833333,0.249906332,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.601644245,0.375740741,0.475555556,0.165155489,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.458146487,0.151736111,0.498055556,0.252154365,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.405829596,0.088888889,0.449166667,0.460097415,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.089686099,0.062611111,0.382777778,0.492783814,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.050822123,0.053125,0.423888889,0.494267516,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.452167414,0.048611111,0.472777778,0.396777819,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.322869955,0.36979798,0.4825,0.266746142,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.44245142,0.819166667,0.476111111,0.129283306,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.353512706,0.64712963,0.502222222,0.075958536,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.458333333,0.307922272,0.539555556,0.487777778,0.205305358,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.5,0.197309417,0.537746914,0.505555556,0.334032721,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.541666667,0.42077728,0.509537037,0.568333333,0.344773323,0,1,6,0.107407407,0.319224403,0.053411443,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.01678738
0.583333333,0.246636771,0.491979167,0.620833333,0.264630948,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.625,0.440956652,0.377361111,0.571944444,0.168677407,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.666666667,0.384155456,0.166736111,0.593611111,0.352866242,0,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.708333333,0.363976084,0.119583333,0.611111111,0.420007493,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.218983558,0.1009375,0.006388889,0.369838891,0,1,4,0.117037037,0.319224403,0.058517427,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.018292455
0.791666667,0.297458894,0.091388889,0.230277778,0.216635444,0,1,4,0.117037037,0.319224403,0.058517427,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.018292455
0.833333333,0.406576981,0.292013889,0.426666667,0.127276133,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.875,0.269058296,0.758968254,0.436111111,0.134164749,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.273542601,0.634513889,0.362222222,0.146721619,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.161434978,0.543703704,0.580833333,0.228325215,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.069506726,0.55265873,0.500277778,0.328394797,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.149476831,0.515740741,0.6825,0.347770701,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.188340807,0.504722222,0.188888889,0.313750468,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.440956652,0.31375,0.433055556,0.164660922,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.333333333,0.154880952,0.604722222,0.278552695,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.126307922,0.104537037,0.525555556,0.457624578,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.213751868,0.051031746,0.473888889,0.575935342,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.07922272,0.025925926,0.546944444,0.687823155,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.262331839,0.043425926,0.498055556,0.5181716,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.151718984,0.073923611,0.479444444,0.288122892,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.157698057,0.350694444,0.492222222,0.027575871,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.458333333,0.164424514,0.416265432,0.522777778,0.055476458,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.5,0.073991031,0.547685185,0.534166667,0.231172724,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.541666667,0.121823617,0.559876543,0.535277778,0.263994005,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.583333333,0.210014948,0.533981481,0.516944444,0.304458599,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.625,0.265321375,0.399768519,0.561666667,0.175721244,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.666666667,0.204035874,0.194444444,0.596388889,0.267171225,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.708333333,0.335575486,0.139074074,0.571111111,0.334132634,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.065769806,0.093657407,0.5025,0.393930311,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.791666667,0.07922272,0.090222222,0.540277778,0.407808168,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.833333333,0.360986547,0.10537037,0.535,0.258898464,0,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.875,0.426756353,0.775055556,0.500277778,0.062510303,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.916666667,0.182361734,0.660787037,0.502222222,0.074709629,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.958333333,0.103886398,0.556898148,0.326388889,0.227276133,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
1,0.092675635,0.544444444,0.436944444,0.274185088,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.041666667,0.052316891,0.589907408,0.476388889,0.25450231,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.083333333,0.159940209,0.561875,0.524166667,0.144923192,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.125,0.227204783,0.470416667,0.5425,0.156837767,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.166666667,0.449177877,0.153253968,0.571388889,0.269175186,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.208333333,0.399103139,0.116064815,0.574444444,0.398576246,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.25,0.140508221,0.112361111,0.583055556,0.455376545,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.291666667,0.052316891,0.087013889,0.583611111,0.468302735,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.333333333,0.130044843,0.076296296,0.578333333,0.388535032,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.375,0.166666667,0.014166667,0.571666667,0.319595354,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.416666667,0.171898356,0.279097222,0.573611111,0.245859873,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
0.458333333,0.339312407,0.040138889,0.561388889,0.045784938,0,1,1,0.047407407,0.319224403,0.02280409,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.007409602
0.5,0.191330344,0.596701389,0.553055556,0.068602473,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.541666667,0.100896861,0.551018519,0.556388889,0.179467966,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.583333333,0.034379671,0.541284722,0.556944444,0.149082053,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.625,0.071748879,0.486944444,0.529444444,0.140502061,1,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.666666667,0.294469357,0.339285714,0.545555556,0.181694589,0,1,7,0.184444444,0.319224403,0.095880436,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.028827984
0.708333333,0.30044843,0.212962963,0.5375,0.229823904,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.75,0.210762332,0.12702381,0.508611111,0.328908633,0,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.791666667,0.050822123,0.100666667,0.5125,0.410325965,1,1,3,0.235555556,0.319224403,0.126248813,0.985981308,0.050602979,0.949397021,0.283686177,0.156296296,0.036816461
0.833333333,0.153961136,0.100555556,0.545,0.412843762,0,0,0,0,0,0,0,0,0.949397021,0.283686177,0,0
