hour,dif_tide_height,water_temp,current_speed,wind_speed,tide_height,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.625,0.042553191,0.477252639,0.346367383,0.358490566,0.139075067,0,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.666666667,0.05106383,0.49726121,0.316856841,0.273584906,0.191018767,0,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.708333333,0.072340426,0.48534178,0.147096291,0.188679245,0.295352994,0,1,2,0.079812207,0.201466068,0.021414125,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.019765699
0.75,0.089361702,0.515542134,0.073735481,0.188679245,0.430071492,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.791666667,0.106382979,0.517486741,0.089486699,0.216981132,0.575848973,0,1,11,0.126760563,0.201466068,0.035329568,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.031392581
0.833333333,0.055319149,0.509856967,0.285711366,0.188679245,0.710344057,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.021276596,0.471105427,0.355604755,0.216981132,0.796246649,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.038297872,0.452362458,0.351353929,0.188679245,0.782841823,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.063829787,0.41807066,0.239361014,0.160377358,0.692470956,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.089361702,0.432715488,0.159658026,0.320754717,0.543677391,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.123404255,0.447149381,0.36433121,0.424528302,0.365039775,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.059574468,0.439746612,0.522367928,0.471698113,0.212913315,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.038297872,0.441624927,0.580142375,0.452830189,0.132931189,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.05106383,0.428421479,0.509704009,0.575471698,0.154267203,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.080851064,0.43260165,0.41735981,0.58490566,0.238717605,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.093617021,0.433117266,0.173248408,0.698113208,0.377010724,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.076595745,0.433197621,0.068755748,0.603773585,0.530719392,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.076595745,0.443436948,0.212768827,0.70754717,0.651474531,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.055319149,0.453392016,0.319745223,0.679245283,0.712354781,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.05106383,0.442538973,0.332306959,0.962264151,0.70810992,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.063829787,0.421957867,0.287598351,0.613207547,0.641420912,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.5,0.093617021,0.413155569,0.121418759,0.641509434,0.499125278,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.541666667,0.093617021,0.41300825,0.232371675,0.990566038,0.342269884,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.583333333,0.055319149,0.427857985,0.388295242,0.622641509,0.210120643,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.625,0.012765957,0.441459193,0.460921693,0.613207547,0.146000894,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.666666667,0.046808511,0.433807823,0.419632821,0.698113208,0.160187668,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.708333333,0.076595745,0.427592811,0.311127763,0.773584906,0.252010724,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.75,0.080851064,0.431371538,0.179318097,0.471698113,0.392649687,0,1,3,0.046948357,0.201466068,0.012275755,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.011626882
0.791666667,0.09787234,0.439893931,0.090146122,0.594339623,0.541219839,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.833333333,0.076595745,0.443436948,0.174282503,0.688679245,0.684763182,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.046808511,0.44655274,0.344143874,0.556603774,0.781054513,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.017021277,0.447094137,0.301386287,0.698113208,0.818029491,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.05106383,0.426708898,0.275458973,0.726415094,0.783847185,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.09787234,0.414186801,0.186162108,0.820754717,0.655719392,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.110638298,0.415328521,0.275833645,0.867924528,0.477552411,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.076595745,0.426749076,0.546074457,0.91509434,0.295352994,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.046808511,0.427298174,0.603297115,0.688679245,0.17549151,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.038297872,0.427592811,0.483776695,0.547169811,0.131702413,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.038297872,0.430907484,0.410565755,0.349056604,0.182082216,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.09787234,0.434686211,0.235429,0.075471698,0.297252011,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.080851064,0.434995581,0.085650056,0.235849057,0.452859696,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.080851064,0.440851503,0.194540491,0.20754717,0.587689901,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.034042553,0.447661649,0.269116795,0.254716981,0.69414656,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.034042553,0.451163819,0.399075809,0.528301887,0.725201072,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.072340426,0.443744308,0.36696754,0.443396226,0.684763182,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.5,0.076595745,0.429521348,0.311706802,0.301886792,0.572162645,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.541666667,0.114893617,0.419361373,0.148969652,0.311320755,0.409405719,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.583333333,0.093617021,0.424526738,0.236530536,0.386792453,0.26720286,0,1,6,0.123239437,0.201466068,0.034248581,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.030520565
0.625,0.072340426,0.440670703,0.425007664,0.424528302,0.160411081,0,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.666666667,0.029787234,0.449883987,0.457961783,0.433962264,0.123547811,0,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.708333333,0.068085106,0.453567793,0.338274464,0.462264151,0.173815907,0,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.75,0.080851064,0.44310548,0.167178719,0.452830189,0.294235925,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.791666667,0.085106383,0.450132587,0.046784064,0.396226415,0.440348525,0,1,3,0.046948357,0.201466068,0.012275755,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.011626882
0.833333333,0.089361702,0.450735255,0.107421915,0.433962264,0.600424486,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.063829787,0.451679434,0.304858249,0.283018868,0.725201072,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.021276596,0.44608132,0.373698014,0.301886792,0.798592493,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.034042553,0.437597097,0.355032528,0.283018868,0.788092046,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.055319149,0.420466264,0.297339828,0.188679245,0.721961573,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.123404255,0.417118444,0.167178719,0.198113208,0.575451588,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.114893617,0.417206835,0.297864369,0.122641509,0.390974084,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.076595745,0.436476134,0.529022106,0.113207547,0.228440572,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.055319149,0.431404685,0.530385912,0.188679245,0.13721457,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.038297872,0.433369813,0.447861692,0.20754717,0.123970701,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.072340426,0.437868297,0.371000375,0.132075472,0.211287788,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.076595745,0.440685769,0.17617085,0.198113208,0.350871314,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.085106383,0.441448144,0.076268265,0.169811321,0.493521001,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.068085106,0.445050088,0.176070938,0.169811321,0.612042002,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.055319149,0.454441662,0.324541027,0.169811321,0.681858802,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.034042553,0.450662935,0.444136381,0.226415094,0.716376229,0,1,1,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.5,0.05106383,0.45363667,0.442209495,0.245283019,0.659405719,0,1,1,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.541666667,0.076595745,0.430244549,0.301897203,0.20754717,0.549821269,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.583333333,0.10212766,0.432328058,0.14328534,0.169811321,0.390303843,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.625,0.059574468,0.500093748,0.315794135,0.141509434,0.243967828,0,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.666666667,0.068085106,0.529021803,0.438484183,0.254716981,0.134159964,1,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.708333333,0.038297872,0.556202122,0.395088388,0.132075472,0.144883825,0,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.75,0.059574468,0.513584898,0.200578066,0.094339623,0.207216265,0,1,2,0.079812207,0.201466068,0.021414125,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.019765699
0.791666667,0.080851064,0.503461992,0.071562383,0.066037736,0.329647006,0,1,2,0.079812207,0.201466068,0.021414125,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.019765699
0.833333333,0.080851064,0.502142819,0.20110358,0.160377358,0.481121537,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.085106383,0.501399529,0.332633945,0.094339623,0.629244861,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.025531915,0.493090749,0.455916073,0.066037736,0.7224084,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.025531915,0.465462949,0.380067441,0.056603774,0.761729223,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.042553191,0.452973735,0.364748702,0.075471698,0.732573727,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.089361702,0.433393489,0.252004496,0.216981132,0.615116688,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.093617021,0.434443135,0.163781691,0.254716981,0.449396783,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.089361702,0.43996759,0.388984638,0.169811321,0.275580876,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.055319149,0.449027696,0.546646684,0.122641509,0.146000894,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.017021277,0.447016794,0.525155489,0.094339623,0.09562109,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.046808511,0.438089275,0.356013488,0.122641509,0.138851653,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.076595745,0.44784245,0.28317722,0.113207547,0.242515639,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.093617021,0.452710666,0.083951542,0.198113208,0.381367292,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.093617021,0.456872422,0.116972649,0.349056604,0.51541555,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.063829787,0.461161408,0.212139378,0.349056604,0.624218052,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.055319149,0.482864982,0.414462345,0.41509434,0.686327078,0,1,1,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.5,0.055319149,0.482119181,0.412101911,0.264150943,0.676720286,0,1,1,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.541666667,0.063829787,0.453594579,0.379692769,0.301886792,0.596291332,0,1,1,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.583333333,0.080851064,0.455767531,0.230273511,0.358490566,0.470732797,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.625,0.089361702,0.486955591,0.240096733,0.29245283,0.323279714,0,1,6,0.123239437,0.201466068,0.034248581,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.030520565
0.666666667,0.046808511,0.522281968,0.414162608,0.188679245,0.200625559,1,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.708333333,0.017021277,0.524845315,0.405200449,0.264150943,0.155272565,1,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.75,0.042553191,0.559649381,0.372019483,0.377358491,0.179736372,0,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.791666667,0.068085106,0.549042428,0.203147246,0.188679245,0.278373548,0,1,2,0.079812207,0.201466068,0.021414125,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.019765699
0.833333333,0.085106383,0.517562506,0.065953005,0.066037736,0.399240393,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.09787234,0.515597378,0.194155114,0.113207547,0.540134957,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.046808511,0.523907736,0.372070866,0.216981132,0.667672029,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.034042553,0.50290218,0.430828025,0.160377358,0.732462019,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.017021277,0.479102829,0.359700262,0.179245283,0.739164432,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.080851064,0.456761933,0.249906332,0.235849057,0.669175493,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.085106383,0.448309517,0.165155489,0.264150943,0.536639857,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.080851064,0.455850398,0.252154365,0.20754717,0.380697051,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.080851064,0.477147172,0.460097415,0.301886792,0.232573727,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.029787234,0.473202711,0.492783814,0.235849057,0.14220286,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.021276596,0.476981438,0.494267516,0.264150943,0.130808758,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.063829787,0.460518563,0.396777819,0.283018868,0.186773905,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.063829787,0.480145444,0.266746142,0.320754717,0.313784629,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.080851064,0.502030895,0.129283306,0.443396226,0.43733244,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.068085106,0.503093695,0.075958536,0.452830189,0.551608579,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.089361702,0.507410136,0.205305358,0.433962264,0.64756479,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.5,0.076595745,0.508102534,0.334032721,0.339622642,0.693141198,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.541666667,0.068085106,0.496096052,0.344773323,0.330188679,0.657059875,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.583333333,0.072340426,0.462894078,0.264630948,0.330188679,0.574955317,0,1,4,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.625,0.093617021,0.479633176,0.168677407,0.235849057,0.452301162,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.666666667,0.076595745,0.521895256,0.352866242,0.622641509,0.309763181,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.708333333,0.076595745,0.514216264,0.420007493,0.575471698,0.192359249,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.75,0.05106383,0.519740719,0.369838891,0.122641509,0.15080429,0,1,7,0.111502347,0.201466068,0.030690141,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.027613844
0.791666667,0.055319149,0.511255156,0.216635444,0.283018868,0.189789991,0,1,6,0.123239437,0.201466068,0.034248581,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.030520565
0.833333333,0.076595745,0.513774308,0.127276133,0.132075472,0.300826631,0,1,2,0.079812207,0.201466068,0.021414125,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.019765699
0.875,0.076595745,0.524097147,0.134164749,0.245283019,0.43911975,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.085106383,0.526701532,0.146721619,0.235849057,0.582998212,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.046808511,0.525191514,0.228325215,0.235849057,0.669235925,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.029787234,0.503167354,0.328394797,0.122641509,0.71849866,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.042553191,0.491897466,0.347770701,0.094339623,0.70038017,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.068085106,0.479964644,0.313750468,0.29245283,0.602658624,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.085106383,0.463523866,0.164660922,0.349056604,0.476653262,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.089361702,0.489435138,0.278552695,0.330188679,0.323838248,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.029787234,0.484163229,0.457624578,0.301886792,0.210679178,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.025531915,0.482616382,0.575935342,0.462264151,0.148681859,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.038297872,0.48537861,0.687823155,0.528301887,0.155607685,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.059574468,0.483942251,0.5181716,0.471698113,0.223190349,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.059574468,0.484107985,0.288122892,0.396226415,0.34025916,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.085106383,0.488582793,0.027575871,0.386792453,0.44772118,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.055319149,0.491823807,0.055476458,0.367924528,0.540996425,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.5,0.046808511,0.50128904,0.231172724,0.386792453,0.59025916,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.541666667,0.042553191,0.509944019,0.263994005,0.556603774,0.624864776,0,1,9,0.030516432,0.201466068,0.007878917,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.007557473
0.583333333,0.068085106,0.488582793,0.304458599,0.528301887,0.582726924,0,1,9,0.030516432,0.201466068,0.007878917,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.007557473
0.625,0.055319149,0.488914261,0.175721244,0.613207547,0.492877266,0,1,9,0.030516432,0.201466068,0.007878917,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.007557473
0.666666667,0.076595745,0.490969358,0.267171225,0.858490566,0.387399464,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.708333333,0.089361702,0.493665292,0.334132634,0.594339623,0.240393208,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.75,0.029787234,0.500626105,0.393930311,0.377358491,0.169235925,0,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.791666667,0.012765957,0.498924573,0.407808168,0.216981132,0.168789097,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.833333333,0.059574468,0.492118444,0.258898464,0.216981132,0.227211796,0,1,2,0.079812207,0.201466068,0.021414125,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.019765699
0.875,0.068085106,0.494946965,0.062510303,0.235849057,0.331322609,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.068085106,0.497200943,0.074709629,0.132075472,0.449620197,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.042553191,0.495764584,0.227276133,0.132075472,0.551608579,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.017021277,0.493223335,0.274185088,0.311320755,0.616286863,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.008510638,0.501915144,0.25450231,0.386792453,0.629290643,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.038297872,0.506813495,0.144923192,0.462264151,0.595956211,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.059574468,0.497200943,0.156837767,0.518867925,0.519772118,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.076595745,0.493412745,0.269175186,0.830188679,0.413092046,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.068085106,0.490792575,0.398576246,0.905660377,0.285187668,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.038297872,0.487588391,0.455376545,0.924528302,0.192470956,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.012765957,0.487505525,0.468302735,0.952830189,0.146224307,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.025531915,0.484936653,0.388535032,0.91509434,0.150915996,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.038297872,0.494052004,0.319595354,0.79245283,0.223413762,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.059574468,0.499852681,0.245859873,0.688679245,0.31624218,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.068085106,0.500184149,0.045784938,0.58490566,0.418565684,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.5,0.072340426,0.505984826,0.068602473,0.528301887,0.528485255,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.541666667,0.025531915,0.507586918,0.179467966,0.547169811,0.59562109,0,1,9,0.030516432,0.201466068,0.007878917,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.007557473
0.583333333,0.029787234,0.524629862,0.149082053,0.396226415,0.603775692,0,1,4,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.625,0.029787234,0.52327637,0.140502061,0.311320755,0.577859696,1,1,4,0.075117371,0.201466068,0.020079511,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018603011
0.666666667,0.072340426,0.522581867,0.181694589,0.367924528,0.495196604,0,1,3,0.046948357,0.201466068,0.012275755,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.011626882
0.708333333,0.072340426,0.523497349,0.229823904,0.301886792,0.376563896,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.75,0.059574468,0.519361899,0.328908633,0.273584906,0.261952636,0,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.791666667,0.029787234,0.512448439,0.410325965,0.330188679,0.200513852,1,1,8,0.07629108,0.201466068,0.020412233,0.985981308,0.050602979,0.949397021,0.159651308,0.247652581,0.018893683
0.833333333,0.038297872,0.512050678,0.412843762,0.405660377,0.207439678,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.875,0.05106383,0.501178551,0.320224803,0.424528302,0.279490617,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.916666667,0.05106383,0.5097967,0.36770326,0.424528302,0.356903485,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.958333333,0.046808511,0.524933706,0.167328587,0.245283019,0.446827525,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
1,0.021276596,0.522889658,0.012738854,0.254716981,0.524016979,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.041666667,0.025531915,0.520271067,0.064488572,0.386792453,0.558970246,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.083333333,0.012765957,0.517751915,0.176770326,0.424528302,0.587578195,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.125,0.029787234,0.518746317,0.084451105,0.41509434,0.568588025,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.166666667,0.055319149,0.516047226,0.117465075,0.396226415,0.502010724,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.208333333,0.059574468,0.510956836,0.209666542,0.358490566,0.410857909,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.25,0.059574468,0.505487625,0.303409517,0.320754717,0.29191848,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.291666667,0.029787234,0.500294638,0.364256276,0.311320755,0.20810992,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.333333333,0.017021277,0.494770183,0.347920569,0.386792453,0.174151028,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.375,0.025531915,0.492118444,0.301910828,0.433962264,0.188561215,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.416666667,0.046808511,0.492228934,0.220681903,0.405660377,0.245531725,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
0.458333333,0.093617021,0.49874779,0.068864743,0.575471698,0.329982127,0,0,0,0,0,0,0,0,0.949397021,0.159651308,0,0
