hour,current_dir,wave_height,water_temp,dif_tide_height,tide_variation,drifting,prediction,cluster,p(s|pred),p(drifting),p(~drifting),p(pred|drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.666666667,0.448981481,0.046920821,0.999815852,0.038297872,0.08819133,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.708333333,0.488972222,0.115542522,0.758839128,0.063829787,0.26980568,1,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.75,0.767013889,0.08914956,0.733205657,0.106382979,0.243647235,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.791666667,0.668888889,0.176539589,0.596585887,0.110638298,0.298206278,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.573472222,0.168328446,0.599403359,0.110638298,0.482810164,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.583240741,0.127859238,0.604541102,0.085106383,0.379671151,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.563402778,0.084457478,0.592166323,0.034042553,0.094170404,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.539768519,0.049266862,0.577637006,0.029787234,0.115844544,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.495393519,0.040469208,0.579404832,0.072340426,0.389387145,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.296712963,0.049853372,0.573769888,0.131914894,0.350523169,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.112453704,0.070967742,0.568742634,0.136170213,0.398355755,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.057060185,0.08797654,0.564930761,0.093617021,0.391629297,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.05010101,0.109677419,0.567954144,0.042553191,0.139760837,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.535486111,0.045395894,0.590232764,0.025531915,0.133781764,0,1,1,0.088531187,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.037585675
0.5,0.549351852,0.053958945,0.572720242,0.012765957,0.065769806,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.541666667,0.543078704,0.064516129,0.570952416,0.063829787,0.177130045,0,1,1,0.088531187,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.037585675
0.583333333,0.45725,0.063695015,0.569129346,0.09787234,0.282511211,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.625,0.282175926,0.068621701,0.580620212,0.093617021,0.372944694,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.666666667,0.175138889,0.083870968,0.605425015,0.080851064,0.445440957,0,1,17,0.06639839,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.028189256
0.708333333,0.128865741,0.079178886,0.621556423,0.021276596,0.071001495,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.75,0.103703704,0.100879765,0.636361963,0.038297872,0.201793722,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.791666667,0.247175926,0.124340176,0.624373895,0.089361702,0.470852018,0,1,17,0.06639839,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.028189256
0.833333333,0.769513889,0.112609971,0.621335445,0.080851064,0.254857997,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.656064815,0.093841642,0.639952858,0.085106383,0.408071749,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.579861111,0.083284457,0.628738215,0.059574468,0.252615845,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.569490741,0.074486803,0.606198439,0.034042553,0.097907324,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.564259259,0.062170088,0.584874043,0.021276596,0.037369208,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.543611111,0.060997068,0.578962876,0.05106383,0.229446936,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.469027778,0.064516129,0.583492929,0.093617021,0.272795217,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.183263889,0.095014663,0.574543312,0.110638298,0.520179372,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.110462963,0.122580645,0.577968474,0.09787234,0.372944694,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.082152778,0.162463343,0.590122275,0.029787234,0.12406577,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.051134259,0.196480939,0.582664261,0.008510638,0.076980568,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.018425926,0.205278593,0.58155937,0.05106383,0.306427504,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.103356481,0.193548387,0.581062169,0.089361702,0.458893871,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.838402778,0.209970674,0.587967738,0.093617021,0.254857997,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.613194444,0.207624633,0.59249779,0.089361702,0.198056801,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.544444444,0.188269795,0.597911756,0.05106383,0.155455904,0,1,1,0.088531187,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.037585675
0.5,0.536689815,0.194721408,0.594044638,0.021276596,0.053811659,0,1,1,0.088531187,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.037585675
0.541666667,0.556203704,0.201759531,0.583713907,0.025531915,0.070254111,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.583333333,0.526574074,0.214076247,0.574874779,0.063829787,0.456651719,0,1,12,0.044265594,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.018792838
0.625,0.386481481,0.272727273,0.575482469,0.080851064,0.554559043,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.666666667,0.191967593,0.317302053,0.569239835,0.080851064,0.208520179,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.708333333,0.127638889,0.304985337,0.605259281,0.063829787,0.213751868,0,1,6,0.040241449,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.017084398
0.75,0.105462963,0.305571848,0.608850177,0.05106383,0.271300448,1,1,6,0.040241449,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.017084398
0.791666667,0.083148148,0.269794721,0.606971862,0.068085106,0.091928251,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.419861111,0.262756598,0.603767678,0.085106383,0.226457399,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.869143519,0.194134897,0.598353712,0.072340426,0.206278027,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.662453704,0.137243402,0.608684444,0.063829787,0.174887892,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.55275463,0.105571848,0.608850177,0.059574468,0.314648729,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.577020202,0.101572914,0.600799539,0.012765957,0.059790732,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.549953704,0.084457478,0.589956541,0.025531915,0.050074738,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.545138889,0.075659824,0.574267089,0.068085106,0.2877429,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.417847222,0.107331378,0.574211845,0.068085106,0.340807175,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.195578704,0.092082111,0.572499263,0.09787234,0.272795217,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.162592593,0.102052786,0.593492192,0.059574468,0.170403587,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.109976852,0.113782991,0.591171921,0.017021277,0.062780269,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.089490741,0.119648094,0.584653065,0.034042553,0.114349776,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.077083333,0.109090909,0.58155937,0.063829787,0.270553064,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.260023148,0.076246334,0.577139805,0.063829787,0.215246637,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.680025253,0.055131965,0.579766433,0.080851064,0.222720478,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.626481481,0.053958945,0.589735563,0.068085106,0.174140508,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.580925926,0.072140762,0.609071155,0.017021277,0.053811659,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.541666667,0.542013889,0.079178886,0.601944608,0.017021277,0.043348281,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.583333333,0.550972222,0.061583578,0.581117413,0.034042553,0.151718984,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.625,0.522708333,0.055718475,0.579128609,0.055319149,0.147234679,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.666666667,0.334699074,0.086803519,0.565925162,0.068085106,0.22122571,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.708333333,0.204351852,0.083284457,0.615755745,0.055319149,0.164424514,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.75,0.162685185,0.082111437,0.635367561,0.034042553,0.113602392,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.791666667,0.146365741,0.068621701,0.64155495,0.029787234,0.168908819,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.140092593,0.06744868,0.641002505,0.05106383,0.168908819,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.379375,0.069208211,0.635091338,0.055319149,0.149476831,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.652847222,0.040469208,0.642825575,0.055319149,0.2877429,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.57962963,0.025219941,0.636914408,0.059574468,0.153213752,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.572546296,0.02111437,0.623489983,0.021276596,0.118086697,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.57404321,0.021309873,0.614835003,0.017021277,0.033632287,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.532638889,0.02111437,0.607358574,0.05106383,0.123318386,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.503564815,0.024633431,0.601668385,0.042553191,0.186846039,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.367337963,0.032258064,0.602110342,0.059574468,0.19431988,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.182615741,0.048680352,0.595204773,0.068085106,0.449925262,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.125925926,0.063343109,0.592111079,0.029787234,0.192077728,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.068032407,0.08739003,0.585592222,0.021276596,0.055306428,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.057476852,0.081524926,0.599182381,0.029787234,0.115844544,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.096296296,0.055718475,0.605500348,0.076595745,0.189088191,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.944930556,0.08914956,0.628351503,0.068085106,0.205530643,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.742013889,0.06686217,0.635422805,0.068085106,0.313901345,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.518726852,0.068035191,0.628903949,0.059574468,0.241405082,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.541666667,0.542037037,0.082111437,0.62868297,0.034042553,0.069506726,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.583333333,0.54599537,0.073313783,0.625313053,0.025531915,0.08445441,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.625,0.512939815,0.060997068,0.638903212,0.029787234,0.069506726,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.666666667,0.480648148,0.08914956,0.646361226,0.072340426,0.180119581,0,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.708333333,0.303032408,0.08973607,0.630395551,0.059574468,0.202541106,1,1,7,0.022132797,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.009396419
0.75,0.18875,0.112023461,0.643212287,0.055319149,0.209267564,1,1,6,0.040241449,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.017084398
0.791666667,0.177453704,0.112609971,0.637080142,0.021276596,0.047832586,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.200069444,0.150146627,0.650228344,0.012765957,0.02690583,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.190509259,0.150146627,0.645864025,0.046808511,0.120328849,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.438032408,0.134897361,0.64652696,0.055319149,0.307174888,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.587847222,0.134897361,0.646858427,0.055319149,0.171150972,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.547939815,0.139589443,0.644482911,0.034042553,0.222720478,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.543078704,0.13313783,0.647852829,0.029787234,0.068759342,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.544953704,0.13372434,0.635699028,0.021276596,0.053811659,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.513240741,0.135483871,0.625920743,0.034042553,0.151718984,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.399930556,0.150733138,0.619015174,0.038297872,0.208520179,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.298912037,0.148387097,0.613766942,0.055319149,0.180119581,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.222268519,0.148387097,0.609015911,0.046808511,0.369207773,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.174722222,0.163049854,0.594265616,0.025531915,0.103139013,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.14037037,0.167155425,0.611999116,0.034042553,0.099402093,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.098101852,0.195307918,0.626694166,0.042553191,0.153961136,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.343819444,0.196480939,0.637632587,0.055319149,0.184603886,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.436018519,0.19941349,0.650615056,0.080851064,0.201046338,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.5,0.443055556,0.159530792,0.643654243,0.085106383,0.141255605,1,1,1,0.088531187,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.037585675
0.541666667,0.502430556,0.147800587,0.635699028,0.05106383,0.126307922,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.583333333,0.520625,0.136070381,0.624318651,0.029787234,0.179372197,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.625,0.549675926,0.149560117,0.626086477,0.017021277,0.034379671,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.666666667,0.472083333,0.152492669,0.613877431,0.038297872,0.124813154,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.708333333,0.322662037,0.170087977,0.618628462,0.063829787,0.308669656,1,1,7,0.022132797,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.009396419
0.75,0.172361111,0.251026393,0.613159252,0.059574468,0.147982063,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.791666667,0.103194444,0.365982405,0.605259281,0.055319149,0.104633782,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.068240741,0.386510264,0.602276076,0.05106383,0.14200299,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.089050926,0.296774194,0.598187979,0.038297872,0.22122571,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.057222222,0.212316716,0.587360047,0.038297872,0.162929746,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.021736111,0.171260997,0.623600472,0.05106383,0.155455904,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.186111111,0.172434018,0.632439599,0.068085106,0.139013453,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.334487179,0.129618769,0.625300304,0.038297872,0.250373692,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.44212963,0.117888563,0.616197702,0.025531915,0.050074738,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.476111111,0.099653426,0.613756897,0.025531915,0.058295964,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.468796296,0.095601173,0.611722894,0.038297872,0.210014948,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.416273148,0.11085044,0.60780053,0.038297872,0.281016442,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.261018519,0.11085044,0.60608795,0.046808511,0.107623318,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.177615741,0.124926686,0.6030495,0.055319149,0.098654709,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.10025463,0.147800587,0.599624337,0.025531915,0.05754858,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.047708333,0.141935484,0.595039039,0.034042553,0.125560538,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.213958333,0.149560117,0.590564231,0.059574468,0.085949178,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.932615741,0.139589443,0.59078521,0.055319149,0.140508221,1,1,19,0.00804829,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.00341688
0.5,0.787361111,0.149560117,0.593436948,0.042553191,0.159192825,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.541666667,0.594791667,0.149560117,0.600232028,0.068085106,0.253363229,1,1,12,0.044265594,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.018792838
0.583333333,0.578773148,0.123167155,0.604706836,0.055319149,0.108370703,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.625,0.566157408,0.131964809,0.605645993,0.05106383,0.187593423,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.666666667,0.56962963,0.126686217,0.612330584,0.029787234,0.083707025,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.708333333,0.564040404,0.1470008,0.621892913,0.042553191,0.192077728,1,1,16,0.056338028,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.023918157
0.75,0.390856481,0.135483871,0.619622864,0.029787234,0.167414051,1,1,7,0.022132797,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.009396419
0.791666667,0.252106481,0.142521994,0.61216485,0.046808511,0.146487294,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.19412037,0.142521994,0.617357838,0.055319149,0.175635277,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.166643519,0.156598241,0.619180908,0.046808511,0.186846039,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.157685185,0.173607038,0.622550825,0.021276596,0.064275037,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.17520202,0.19818715,0.624243318,0.017021277,0.056053812,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.367106481,0.208797654,0.620562021,0.038297872,0.272795217,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.673287037,0.195894428,0.6329368,0.029787234,0.052316891,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.586363636,0.21930152,0.628461992,0.029787234,0.073243647,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.566180556,0.175953079,0.637135386,0.025531915,0.062032885,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.563773148,0.15542522,0.644482911,0.017021277,0.062780269,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.56150463,0.139002933,0.633268268,0.017021277,0.032137519,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.513055556,0.13313783,0.621611668,0.021276596,0.063527653,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.367291667,0.143695015,0.613877431,0.038297872,0.162182362,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.246064815,0.144868035,0.612993518,0.025531915,0.094917788,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.191689815,0.144281525,0.609513112,0.017021277,0.112107623,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.10162037,0.165982404,0.630671774,0.017021277,0.058295964,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.05650463,0.192375366,0.651940926,0.038297872,0.100149477,0,1,22,0.062374245,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.026480816
0.5,0.085833333,0.198240469,0.648736741,0.05106383,0.200298954,1,1,22,0.062374245,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.026480816
0.541666667,0.29912037,0.196480939,0.643819977,0.038297872,0.25186846,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.583333333,0.58375,0.205865103,0.631887154,0.046808511,0.132286996,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.625,0.584930556,0.191788856,0.657244402,0.034042553,0.100149477,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.666666667,0.570115741,0.20058651,0.644482911,0.025531915,0.069506726,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.708333333,0.547685185,0.202932551,0.690114909,0.012765957,0.041106129,1,1,13,0.034205231,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.014521738
0.75,0.57162037,0.180058651,0.658791249,0.021276596,0.064275037,1,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.791666667,0.454606481,0.175366569,0.651333235,0.021276596,0.080717489,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.833333333,0.284976852,0.15483871,0.660945787,0.038297872,0.189088191,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.875,0.218207071,0.11628899,0.679327155,0.055319149,0.308669656,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.916666667,0.184097222,0.130205279,0.661387743,0.021276596,0.122571001,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.958333333,0.154814815,0.137243402,0.647908073,0.021276596,0.062032885,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
1,0.339242424,0.127805918,0.659499384,0.017021277,0.047085202,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.041666667,0.78787037,0.143695015,0.665310106,0.038297872,0.301195815,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.083333333,0.777013889,0.151906158,0.674093989,0.034042553,0.109118087,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.125,0.674768519,0.165982404,0.68017089,0.034042553,0.105381166,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.166666667,0.626550926,0.173607038,0.688733795,0.021276596,0.062780269,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.208333333,0.58212963,0.170087977,0.679673689,0.021276596,0.072496263,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.25,0.532893519,0.187096774,0.64094726,0.017021277,0.085201794,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.291666667,0.508634259,0.2,0.642659841,0.034042553,0.10612855,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.333333333,0.463217593,0.190029326,0.638903212,0.042553191,0.236173393,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.375,0.11760101,0.174513463,0.643890288,0.059574468,0.174887892,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.416666667,0.042337963,0.186510264,0.654316441,0.055319149,0.09715994,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.458333333,0.070277778,0.185337243,0.668790513,0.017021277,0.029147982,1,1,22,0.062374245,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.026480816
0.5,0.078518519,0.185337243,0.668790513,0.012765957,0.056801196,1,1,22,0.062374245,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.026480816
0.541666667,0.191712963,0.198240469,0.693540071,0.029787234,0.091180867,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.583333333,0.182013889,0.183577712,0.693595315,0.05106383,0.224215247,0,0,0,0,0.050602979,0.949397021,0.985981308,0.071232877,0,0
0.625,0.515578704,0.188269795,0.680557602,0.046808511,0.15470852,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.666666667,0.550069444,0.208211144,0.689230996,0.042553191,0.133781764,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
0.708333333,0.58412037,0.197653959,0.676248527,0.046808511,0.118086697,0,1,21,0.132796781,0.050602979,0.949397021,0.985981308,0.071232877,0.424547284,0.056378513
